Chromosome	TADborder	p53_inactive	p53_active_1h	p53_active_4h	p53_active_7h	p53_active_10h	p53_active_24h	individual_TADstate.p53_inactive	individual_TADstate.p53_active_1h	individual_TADstate.p53_active_4h	individual_TADstate.p53_active_7h	individual_TADstate.p53_active_10h	individual_TADstate.p53_active_24h	Category_tads
161	chr6	  4250000	10	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
162	chr19	  4250000	 5	 0	 6	 0	 0	 0	TAD	NoTAD	TAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-TAD-NoTAD-NoTAD-NoTAD
163	chr3	  4350000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
164	chr17	  4350000	 6	 7	 4	 5	 7	 0	TAD	TAD	NoTAD	TAD	TAD	NoTAD	TAD-TAD-NoTAD-TAD-TAD-NoTAD
165	chr9	  4400000	10	10	10	10	10	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
166	chr19	  4425000	 0	 4	 0	 4	 0	 0	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
167	chr12	  4443750	10	 7	 5	 7	 5	 7	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
168	chr16	  4450000	 7	10	10	 6	10	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
169	chr4	  4450000	 8	 6	 7	 5	 9	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
170	chr11	  4600000	10	 0	 0	 0	 7	 0	TAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-TAD-NoTAD
171	chr20	  4600000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
172	chr4	  4650000	 0	 0	 0	 0	 0	 5	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD
173	chr19	  4650000	 0	 0	 3	 0	 0	 0	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
174	chr7	  4675000	 7	 4	 8	 7	 0	 0	TAD	NoTAD	TAD	TAD	NoTAD	NoTAD	TAD-NoTAD-TAD-TAD-NoTAD-NoTAD
175	chr3	  4700000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
176	chr7	  4800000	 0	 0	 0	 0	10	10	NoTAD	NoTAD	NoTAD	NoTAD	TAD	TAD	NoTAD-NoTAD-NoTAD-NoTAD-TAD-TAD
177	chr10	  4850000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
178	chr11	  4850000	10	 0	 0	 0	10	 0	TAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-TAD-NoTAD
179	chr5	  4889062	 7	 5	 6	 8	10	 7	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
180	chr12	  4900000	 9	 9	10	10	10	 6	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
181	chr4	  4925000	10	 9	 7	 5	 7	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
182	chr19	  4950000	 5	 4	 4	 4	 4	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
183	chr16	  4950000	 0	 0	 0	 0	 0	10	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD
184	chr6	  5050000	10	 8	10	10	10	 8	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
185	chr17	  5075000	 6	 5	 9	 9	 5	 6	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
186	chr5	  5139062	 7	 5	 6	 8	10	 7	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
187	chr16	  5150000	10	10	10	10	10	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
188	chr7	  5175000	 0	 6	 7	 8	 0	 0	NoTAD	TAD	TAD	TAD	NoTAD	NoTAD	NoTAD-TAD-TAD-TAD-NoTAD-NoTAD
189	chr20	  5198437	 8	10	10	10	 7	 8	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
190	chr11	  5225000	 0	 4	 0	 0	 5	 0	NoTAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD	NoTAD-NoTAD-NoTAD-NoTAD-TAD-NoTAD
191	chr3	  5225000	10	10	10	10	10	 7	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
192	chr6	  5400000	10	 8	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
193	chr17	  5400000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
194	chr20	  5450000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
195	chr5	  5450000	 8	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
196	chr10	  5450000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
197	chr11	  5475000	 5	 4	 0	 0	 5	 0	TAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-TAD-NoTAD
198	chr19	  5500000	 0	 0	 0	 0	 4	 0	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
199	chr19	  5681250	 4	 3	 9	 6	 0	 0	NoTAD	NoTAD	TAD	TAD	NoTAD	NoTAD	NoTAD-NoTAD-TAD-TAD-NoTAD-NoTAD
200	chr10	  5700000	10	10	10	10	 7	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
201	chr1	  5700000	 0	10	 0	 0	 0	 0	NoTAD	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD-TAD-NoTAD-NoTAD-NoTAD-NoTAD
202	chr11	  5725000	 5	 4	 0	 0	 5	 0	TAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-TAD-NoTAD
203	chr9	  5756250	10	 7	 5	10	10	 8	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
204	chr7	  5806250	 5	10	10	 8	 0	 0	TAD	TAD	TAD	TAD	NoTAD	NoTAD	TAD-TAD-TAD-TAD-NoTAD-NoTAD
205	chr4	  5850000	 0	 0	 0	 0	 7	 0	NoTAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD	NoTAD-NoTAD-NoTAD-NoTAD-TAD-NoTAD
206	chr10	  5950000	10	 7	 9	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
207	chr19	  5950000	 4	 5	 0	 0	 5	 5	NoTAD	TAD	NoTAD	NoTAD	TAD	TAD	NoTAD-TAD-NoTAD-NoTAD-TAD-TAD
208	chr4	  5962500	 4	 7	 5	10	 0	 0	NoTAD	TAD	TAD	TAD	NoTAD	NoTAD	NoTAD-TAD-TAD-TAD-NoTAD-NoTAD
209	chr11	  5975000	 5	 5	 0	 0	 5	 0	TAD	TAD	NoTAD	NoTAD	TAD	NoTAD	TAD-TAD-NoTAD-NoTAD-TAD-NoTAD
210	chr1	  6048437	 6	 7	10	10	10	 7	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
211	chr8	  6068750	10	 8	 6	 8	 8	 7	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
212	chr20	  6100000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
213	chr12	  6146875	10	 9	 7	 9	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
214	chr4	  6175000	 3	 6	 0	 4	 7	 9	NoTAD	TAD	NoTAD	NoTAD	TAD	TAD	NoTAD-TAD-NoTAD-NoTAD-TAD-TAD
215	chr8	  6250000	10	 8	 0	 8	 0	 0	TAD	TAD	NoTAD	TAD	NoTAD	NoTAD	TAD-TAD-NoTAD-TAD-NoTAD-NoTAD
216	chr16	  6250000	10	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
217	chr1	  6300000	 4	 0	 0	 0	 0	 0	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
218	chr17	  6350000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
219	chr5	  6350000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
220	chr11	  6398437	 9	 6	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
221	chr12	  6400000	 9	10	10	10	10	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
222	chr10	  6450000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
223	chr7	  6475000	 0	 4	 0	 0	 0	 8	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD
224	chr17	  6625000	 5	 5	 0	 0	 5	 0	TAD	TAD	NoTAD	NoTAD	TAD	NoTAD	TAD-TAD-NoTAD-NoTAD-TAD-NoTAD
225	chr6	  6650000	10	10	10	10	10	 9	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
226	chr12	  6650000	 0	 0	 0	 0	 0	 5	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD
227	chr19	  6650000	 0	 0	 0	 0	 0	 4	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
228	chr4	  6653125	 7	 6	 8	 5	 5	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
229	chr1	  6700000	 6	10	10	10	 7	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
230	chr8	  6700000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
231	chr11	  6750000	10	10	 7	10	 9	 6	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
232	chr9	  6750000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
233	chr5	  6751562	10	10	 6	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
234	chrX	  6900000	 4	 0	 0	 0	 0	 0	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
235	chr3	  6943750	 5	 6	 6	 7	 7	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
236	chr17	  6948437	10	 8	 8	10	10	 9	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
237	chr7	  6962500	 6	 9	 6	 7	10	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
238	chr2	  6990625	10	 8	 5	 5	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
239	chr12	  7000000	 7	 7	 7	10	 7	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
240	chr8	  7000000	10	 0	 0	 0	 8	 0	TAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-TAD-NoTAD
241	chr19	  7015625	 5	 9	 6	 6	 6	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
242	chr4	  7100000	10	10	10	10	10	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
243	chrX	  7200000	 5	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
244	chr8	  7225000	 0	 6	 7	 8	 0	10	NoTAD	TAD	TAD	TAD	NoTAD	TAD	NoTAD-TAD-TAD-TAD-NoTAD-TAD
245	chr17	  7225000	10	 8	 0	 0	 7	 0	TAD	TAD	NoTAD	NoTAD	TAD	NoTAD	TAD-TAD-NoTAD-NoTAD-TAD-NoTAD
246	chr2	  7231250	10	 8	 5	 5	10	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
247	chr19	  7250000	 3	 0	 0	 0	 0	 0	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
248	chr9	  7250000	 0	 0	 0	 6	 0	 6	NoTAD	NoTAD	NoTAD	TAD	NoTAD	TAD	NoTAD-NoTAD-NoTAD-TAD-NoTAD-TAD
249	chr6	  7251562	10	 6	 6	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
250	chr12	  7337500	 8	10	 8	 7	 8	 5	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
251	chr9	  7506250	10	 8	 9	 9	10	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
252	chr10	  7550000	10	 7	 0	10	10	10	TAD	TAD	NoTAD	TAD	TAD	TAD	TAD-TAD-NoTAD-TAD-TAD-TAD
253	chr19	  7550000	 2	 0	 0	 0	 0	 0	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
254	chr7	  7600000	10	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
255	chrX	  7600000	 6	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
256	chr17	  7600000	 5	 4	 0	 0	 6	 0	TAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-TAD-NoTAD
257	chr4	  7600000	 6	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
258	chr5	  7650000	 0	 8	 0	 0	 0	 0	NoTAD	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD-TAD-NoTAD-NoTAD-NoTAD-NoTAD
259	chr6	  7650000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
260	chr18	  7700000	10	10	10	10	 5	 8	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
261	chr1	  7743750	10	 7	10	 7	 6	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
262	chr4	  7750000	 0	 7	 0	 0	 0	 0	NoTAD	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD-TAD-NoTAD-NoTAD-NoTAD-NoTAD
263	chr8	  7775000	10	10	10	10	 8	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
264	chr10	  7796875	 6	 4	 6	 6	 8	 0	TAD	NoTAD	TAD	TAD	TAD	NoTAD	TAD-NoTAD-TAD-TAD-TAD-NoTAD
265	chr12	  7800000	10	10	10	10	10	 7	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
266	chr5	  7851562	10	10	 6	 5	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
267	chr4	  7900000	 6	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
268	chr20	  7939062	 8	10	 8	10	 6	 8	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
269	chrX	  7950000	 8	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
270	chr19	  7968750	 7	 7	 7	 7	 8	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
271	chr11	  8000000	10	 0	 0	 5	 0	 0	TAD	NoTAD	NoTAD	TAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-TAD-NoTAD-NoTAD
272	chr10	  8000000	 0	 0	 7	 0	 0	 0	NoTAD	NoTAD	TAD	NoTAD	NoTAD	NoTAD	NoTAD-NoTAD-TAD-NoTAD-NoTAD-NoTAD
273	chr1	  8025000	10	 9	 8	 8	 9	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
274	chr17	  8025000	10	 7	 0	 0	10	 3	TAD	TAD	NoTAD	NoTAD	TAD	NoTAD	TAD-TAD-NoTAD-NoTAD-TAD-NoTAD
275	chr6	  8100000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
276	chr4	  8143750	 4	 3	 8	10	 0	 0	NoTAD	NoTAD	TAD	TAD	NoTAD	NoTAD	NoTAD-NoTAD-TAD-TAD-NoTAD-NoTAD
277	chr12	  8150000	 5	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
278	chr19	  8150000	 6	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
279	chr11	  8150000	 0	10	 5	 0	10	10	NoTAD	TAD	TAD	NoTAD	TAD	TAD	NoTAD-TAD-TAD-NoTAD-TAD-TAD
280	chr18	  8200000	 7	 0	 0	 0	 3	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
281	chr10	  8200000	 0	 7	 0	 6	 0	 0	NoTAD	TAD	NoTAD	TAD	NoTAD	NoTAD	NoTAD-TAD-NoTAD-TAD-NoTAD-NoTAD
282	chr17	  8237500	10	 8	 7	 4	10	 0	TAD	TAD	TAD	NoTAD	TAD	NoTAD	TAD-TAD-TAD-NoTAD-TAD-NoTAD
283	chr10	  8312500	 9	 0	 5	 0	 5	 0	TAD	NoTAD	TAD	NoTAD	TAD	NoTAD	TAD-NoTAD-TAD-NoTAD-TAD-NoTAD
284	chr11	  8350000	 4	 0	 0	 0	 0	 0	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
285	chr19	  8350000	 0	 8	10	 7	 0	 0	NoTAD	TAD	TAD	TAD	NoTAD	NoTAD	NoTAD-TAD-TAD-TAD-NoTAD-NoTAD
286	chr12	  8400000	 9	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
287	chr7	  8400000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
288	chr1	  8425000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
289	chr3	  8450000	10	 6	 9	10	10	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
290	chr19	  8550000	 0	 0	 0	 0	 0	 9	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD
291	chr8	  8573437	 6	 8	 7	10	 9	 5	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
292	chr18	  8600000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
293	chr16	  8600000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
294	chr4	  8612500	 9	10	10	 9	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
295	chr11	  8645312	 6	 8	 5	10	10	 5	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
296	chr12	  8650000	 9	10	 9	10	10	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
297	chr19	  8693750	 5	 8	10	 7	 7	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
298	chr3	  8700000	 9	 6	 9	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
299	chrX	  8710937	 5	 6	 9	 6	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
300	chr20	  8750000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
301	chr17	  8789062	 6	 9	 2	 8	10	 8	TAD	TAD	NoTAD	TAD	TAD	TAD	TAD-TAD-NoTAD-TAD-TAD-TAD
302	chr8	  8800000	 0	 0	 0	 0	 0	 4	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
303	chr11	  8937500	10	 6	10	 5	 5	 8	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
304	chr1	  8943750	 9	 6	 7	 8	 9	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
305	chr2	  8950000	10	10	10	10	10	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
306	chr4	  8950000	10	10	10	10	10	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
307	chr12	  9000000	 0	 0	 0	 0	 3	 0	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
308	chr3	  9000000	10	10	 9	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
309	chr18	  9050000	10	 4	 6	 0	 6	 5	TAD	NoTAD	TAD	NoTAD	TAD	TAD	TAD-NoTAD-TAD-NoTAD-TAD-TAD
310	chr8	  9100000	 7	 0	 0	 0	 4	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
311	chr16	  9100000	 0	 0	 0	 0	 0	10	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD
312	chr11	  9150000	 0	 0	 0	 5	 0	 8	NoTAD	NoTAD	NoTAD	TAD	NoTAD	TAD	NoTAD-NoTAD-NoTAD-TAD-NoTAD-TAD
313	chr2	  9250000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
314	chr16	  9250000	10	10	10	10	10	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
315	chr19	  9250000	 9	 8	10	 8	 7	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
316	chr12	  9275000	 6	 4	 0	 5	 0	 0	TAD	NoTAD	NoTAD	TAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-TAD-NoTAD-NoTAD
317	chr10	  9350000	10	 0	 0	 0	10	 9	TAD	NoTAD	NoTAD	NoTAD	TAD	TAD	TAD-NoTAD-NoTAD-NoTAD-TAD-TAD
318	chr11	  9350000	10	 0	 0	 0	 5	 0	TAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-TAD-NoTAD
319	chr3	  9400000	 9	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
320	chr20	  9400000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
321	chr4	  9425000	 0	 0	 0	 0	 4	 9	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD
322	chr12	  9425000	 0	 0	 0	 0	 3	 6	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD
323	chr17	  9481250	 8	 6	 0	 3	 9	 4	TAD	TAD	NoTAD	NoTAD	TAD	NoTAD	TAD-TAD-NoTAD-NoTAD-TAD-NoTAD
324	chr12	  9525000	 6	 5	 5	 4	 0	 0	TAD	TAD	TAD	NoTAD	NoTAD	NoTAD	TAD-TAD-TAD-NoTAD-NoTAD-NoTAD
325	chr21	  9550000	 0	 8	 9	10	 0	 0	NoTAD	TAD	TAD	TAD	NoTAD	NoTAD	NoTAD-TAD-TAD-TAD-NoTAD-NoTAD
